지역명,도로명,차선,최고속도
서초구,도구로,1,30
동대문구,전농로,1,60
은평구,숯골길,1,10
영등포구,올림픽대로,1,40
성북구,화랑로,3,50
송파구,송파대로14길,1,50
마포구,동교로,2,50
양천구,신정중앙로,2,30
성동구,뚝섬로,3,60
성동구,고산자로,2,50
강남구,압구정로,3,50
금천구,범안로,1,50
영등포구,노들로,2,50
서대문구,연희로,2,50
중랑구,동부간선도로,1,40
서대문구,성산로,5,50
서대문구,연희로26길,1,60
강서구,강서로18길,1,30
강남구,테헤란로,4,50
중구,통일로,3,50
노원구,화랑로,3,50
송파구,마천로,2,40
강남구,헌릉로590길,1,30
양천구,목동로,3,50
노원구,공릉로46길.인접길,1,10
강남구,영동대로3길,1,30
구로구,남부순환로,2,50
노원구,초안산로7길,1,30
강남구,테헤란로63길,1,30
강동구,고덕로62길,1,30
성동구,뚝섬로,2,60
송파구,삼전로2길,1,40
영등포구,국제금융로,3,50
영등포구,양산로,1,40
관악구,서울대학교.내부도로,1,10
강남구,선릉로,2,50
강남구,헌릉로590길,1,30
광진구,동일로,2,50
강서구,수명로,3,50
강서구,하늘길,3,40
강남구,헌릉로757길,2,30
금천구,시흥대로,4,50
금천구,금하로,2,40
동작구,보라매로,2,60
강북구,삼양로173길,1,30
송파구,탄천동로,2,50
강서구,곰달래로,1,50
금천구,시흥대로4길,1,30
광진구,강변북로,1,40
서초구,강남대로,4,50
성동구,금호로,2,40
강서구,금낭화로17길,1,30
중구,장충단로13길,1,30
강동구,올림픽로,3,50
도봉구,노해로,2,30
강남구,남부순환로,4,60
동대문구,제기로,2,50
강남구,논현로12길,1,30
성북구,보국문로,1,50
구로구,서해안로,3,50
강남구,도산대로13길,1,30
서대문구,신촌로35길,1,40
송파구,정의로3길,1,30
은평구,응암로,2,50
강서구,양천로55길,2,30
노원구,동일로,3,50
영등포구,여의대방로65길,1,10
금천구,디지털로12길,1,30
영등포구,도림로139길,1,50
성동구,동부간선도로,2,40
관악구,남부순환로,4,50
강서구,하늘길,1,30
강서구,방화대로,1,40
서대문구,성산로,4,50
동작구,사당로,4,50
영등포구,영중로,1,10
마포구,독막로,1,30
중구,소파로,1,30
강남구,양재천로,2,30
중구,남대문로,3,50
중랑구,봉화산로,2,50
노원구,동일로,3,50
금천구,시흥대로115길,1,30
강서구,개화동로,5,50
송파구,삼전로1길,1,50
강서구,마곡중앙8로,1,30
중구,을지로,3,50
동대문구,약령시로,1,30
서대문구,가재울로,1,40
영등포구,국회대로,4,50
송파구,잠실로,2,50
강남구,영동대로,1,30
영등포구,여의대방로47길,1,30
노원구,상계로,1,30
강서구,개화동로,2,50
용산구,한남대로,3,50
구로구,가마산로,1,30
노원구,노원로26길,1,30
성북구,동소문로34길,1,30
강동구,올림픽대로,1,50
중랑구,공릉로,2,30
강서구,공항대로45길,2,30
강서구,강서로68길,1,30
구로구,구로동로,2,50
강남구,선릉로94길,1,30
용산구,서빙고로62길,1,30
서초구,서운로,2,30
성북구,정릉로,3,50
은평구,증산로,3,50
송파구,백제고분로20길,1,40
마포구,마포대로,4,30
은평구,대서문길,1,30
송파구,올림픽선수촌아파트내부길,1,30
강남구,강남대로118길,1,30
성동구,뚝섬로,2,60
영등포구,선유동1로,2,30
영등포구,올림픽대로,1,40
영등포구,올림픽대로,1,60
서대문구,신촌로,4,50
용산구,서빙고로91나길,1,40
중구,소파로,1,30
영등포구,대방천로,2,50
송파구,위례대로,3,50
노원구,공릉로59길,1,30
강동구,아리수로,2,50
강남구,도곡로,3,60
서대문구,연세로,1,30
용산구,대사관로,1,30
서대문구,북아현로11길,1,30
송파구,양재대로66길,1,40
강서구,화곡로69길,1,30
노원구,동일로173가길,2,30
강북구,도봉로,3,50
관악구,난곡로,3,50
중랑구,신내로,3,50
성동구,독서당로62길,1,30
노원구,중계로,2,40
중랑구,양원역로,1,30
마포구,신수로,1,30
성북구,서경로6길,1,30
종로구,창경궁로,1,50
강남구,광평로,3,60
송파구,올림픽대로,1,40
금천구,벚꽃로36길,3,40
구로구,서해안로,2,30
영등포구,여의나루로4길,1,30
관악구,양녕로,2,50
성동구,뚝섬로,2,50
종로구,새문안로3길,2,30
영등포구,영등포로,3,50
송파구,올림픽대로,4,80
서초구,효령로,3,50
강서구,마곡중앙8로,1,30
강서구,공항대로,3,60
구로구,신도림로,3,30
강서구,마곡동로10길,1,30
강동구,동남로82길,1,10
중랑구,동일로,3,50
강남구,언주로107길,1,30
강남구,봉은사로113길,2,30
강동구,상암로,2,40
송파구,위례서로,3,50
강동구,천호대로213길,2,40
양천구,목동남로4길,1,30
양천구,목동동로,2,50
강서구,초원로16길,1,10
중랑구,양원역로8길,1,30
성북구,종암로19길,1,30
송파구,한가람로,1,30
성북구,내부순환도로,3,70
서초구,잠원로.인접길,2,10
중랑구,동부간선도로,2,40
강서구,마곡동로,2,60
양천구,경인고속도로,4,100
구로구,경인로,3,50
구로구,개봉로2길,1,40
서대문구,홍제천로,1,60
강북구,한천로,3,50
강남구,올림픽로,4,50
서대문구,연희로,2,50
동대문구,이문로54길,1,30
노원구,수락산로,2,30
영등포구,대방천로,2,50
강서구,마곡중앙1로,1,30
강서구,화곡로,5,50
강서구,오정로.인접길,1,30
은평구,북한산로,2,50
용산구,이촌로,1,50
강남구,선릉로,2,60
강서구,일반국도6호선,1,40
관악구,문성로,2,50
강남구,밤고개로5길,2,30
용산구,독서당로,3,50
영등포구,영중로41길,1,30
서초구,잠원로3길,1,30
송파구,올림픽로,3,50
동대문구,전농로10길,1,40
송파구,강동대로,3,60
영등포구,올림픽대로,2,80
금천구,벚꽃로,1,40
강남구,올림픽대로,5,80
은평구,증산로,3,50
노원구,공릉로,2,40
관악구,신림로,2,50
도봉구,도봉로,4,50
은평구,은평로,1,30
용산구,서빙고로62길,1,20
양천구,목동서로,2,50
구로구,천왕로,1,10
마포구,마포대로11길,1,30
용산구,독서당로,3,30
노원구,동일로204길,2,30
송파구,송파대로,6,50
서대문구,증가로6길,1,10
용산구,반포대로,1,40
서초구,효령로,3,50
강동구,아리수로91길,1,30
강서구,강서로18길,1,30
중랑구,동일로114길,1,30
금천구,가산로9길,1,30
송파구,정의로,1,30
은평구,백련산로,1,40
중랑구,상봉중앙로1길,1,30
관악구,남부순환로187길,1,30
동대문구,회기로,2,40
영등포구,경인로,4,50
구로구,경인로,3,50
양천구,중앙로,1,50
성북구,한천로,3,50
서초구,강남대로,5,60
중구,동호로7길,1,30
마포구,대흥로,1,30
강북구,SK북한산시티아파트내부길,1,10
용산구,이촌로51길,1,30
양천구,월정로50길,2,30
중랑구,면목천로,2,50
은평구,통일로89길,1,50
송파구,백제고분로,3,50
성동구,연무장길,1,10
영등포구,올림픽대로,1,40
영등포구,영등포로49길,1,10
관악구,신림로,2,50
마포구,구룡길,1,10
금천구,강남순환도시고속도로,3,80
강남구,남부순환로,4,60
동대문구,무학로,2,50
중랑구,망우로87길,2,30
중랑구,동일로149길,1,30
노원구,수도권제1순환고속도로,4,100
강동구,올림픽로,1,40
마포구,서강로3길,1,30
중랑구,신내로23길,1,30
강동구,고덕로,2,50
양천구,안양천로,3,50
용산구,여의대방로,2,60
서대문구,세검정로,3,50
동대문구,장한로12길,1,30
노원구,화랑로,3,50
강동구,성내로15길,1,30
구로구,항동로,1,30
양천구,등촌로,1,50
마포구,월드컵로42길.인접길,1,30
영등포구,당산로42길,1,30
송파구,강동대로,5,50
강서구,금포로,1,50
강남구,새말로,3,50
중구,통일로4길,1,50
강북구,SK북한산시티아파트내부길,1,10
강북구,삼양로77가길,1,30
강북구,솔매로45길,1,10
서대문구,수색로,1,30
서대문구,거북골로,2,30
마포구,양화로,4,50
노원구,동일로243길,1,40
성동구,둘레1길,1,30
영등포구,문래로30길,1,40
영등포구,여의나루로,1,40
송파구,송이로,1,40
강서구,화곡로59길,1,40
구로구,구로동로,2,50
강서구,수명로,1,40
동작구,여의대방로36길,1,30
서초구,서운로,2,30
용산구,새창로,2,50
광진구,강변북로,1,40
강남구,밤고개로5길,2,30
강남구,영동대로85길,1,10
강남구,도곡로84길,1,50
강동구,고덕로,2,50
성동구,청계천로,1,50
강서구,방화대로,4,50
강서구,공항대로45길,1,30
강서구,마곡중앙5로,2,30
강서구,개화동로21길,1,30
영등포구,국회대로,4,50
강서구,강서로15길,1,10
동작구,서달로15길,1,10
양천구,안양천로,2,50
양천구,오목로,2,50
노원구,덕릉로73길,1,30
중구,마장로1길,1,40
성동구,동부간선도로,1,40
은평구,진관2로,3,40
동대문구,종암로,4,50
송파구,충민로,3,50
구로구,오류로,1,30
영등포구,도영로,2,50
강남구,압구정로11길,1,30
강동구,올림픽로92길,1,40
종로구,사직로,3,50
종로구,평창문화로,2,50
송파구,충민로,3,50
노원구,수락산로,1,30
노원구,공릉로59길,1,30
마포구,백범로37길,1,30
도봉구,도봉로180길,1,30
도봉구,도봉산3길,1,30
금천구,안양천로,1,50
종로구,새문안로,2,50
송파구,가락로,1,30
광진구,천호대로,4,50
성북구,북악산로,1,30
송파구,백제고분로,3,50
강서구,마곡중앙로,1,30
종로구,창의문로,2,40
송파구,양재대로,4,50
구로구,서해안로,3,50
서대문구,통일로48길,1,10
서대문구,홍은중앙로,1,30
마포구,토정로,2,50
마포구,월드컵로,2,50
강남구,선릉로190길,1,30
도봉구,도봉로,4,50
서초구,효령로60길,1,30
서초구,사임당로,2,30
서대문구,신촌역로,2,30
용산구,소월로,2,50
성북구,길음로,1,30
강남구,남부순환로,4,60
영등포구,영등포로84길,1,30
구로구,중앙로5길,1,30
강서구,남부순환로,2,50
성북구,월계로36길,1,30
노원구,동일로203길,2,30
중랑구,용마산로115길,1,30
서초구,반포대로27길,1,40
강서구,올림픽대로,4,80
중구,통일로.통일로4길사이길,1,30
강남구,양재천로,1,30
성동구,동호로,2,50
강남구,논현로,1,60
동대문구,황물로,2,40
관악구,신림로29길,1,30
동작구,사당로,2,50
금천구,가산디지털1로,2,40
노원구,화랑로,2,50
노원구,동일로198길,1,30
강동구,명일로,1,30
은평구,진관2로,2,40
은평구,가좌로,1,50
은평구,북한산로,2,50
중구,수표로,1,30
강남구,개포로,1,30
강남구,헌릉로571길,1,40
강남구,삼성로119길,2,30
영등포구,선유로47길,1,40
금천구,탑골로5길,1,30
양천구,목동로,3,50
강서구,개화동로,3,50
송파구,송파대로,3,50
은평구,서오릉로,3,50
서대문구,수색로6길,1,40
구로구,부일로19길,1,30
용산구,청파로,2,50
강서구,금낭화로,2,50
도봉구,도봉로,3,50
서초구,방배천로,1,30
동작구,상도로,4,50
서대문구,신촌로29길,1,30
송파구,동남로,3,50
동대문구,답십리로56길,1,30
금천구,디지털로,2,50
마포구,마포대로24길,1,30
송파구,올림픽로,4,50
강서구,마곡서1로,1,30
강서구,공항대로,4,50
강동구,구천면로23길,1,10
관악구,남부순환로,4,50
강동구,올림픽대로,4,80
마포구,마포대로11길,1,30
강북구,방학로,1,50
서대문구,연희로,1,30
구로구,가마산로27길,1,30
중구,통일로,4,50
성동구,금호로,2,40
동대문구,왕산로,3,60
노원구,노원로18길,2,30
노원구,동일로,3,50
송파구,오금로64길,1,30
송파구,위례순환로,2,50
영등포구,도림로54길,1,30
구로구,개봉로23가길,1,50
동대문구,한천로,3,60
강서구,양천로75길,1,10
중랑구,사가정로,3,50
영등포구,여의대방로,3,50
용산구,청파로,2,50
성동구,한림말길,1,30
강동구,고덕로,2,50
영등포구,시흥대로,6,50
강남구,도산대로,4,50
송파구,문정로23길,1,10
구로구,서해안로,2,50
송파구,올림픽선수촌아파트내부길,1,30
성북구,화랑로19길,1,50
영등포구,가마산로89길,1,30
동작구,사당로,3,50
송파구,동남로,3,50
중랑구,숙선옹주로9길,1,30
마포구,월드컵북로5길,1,30
성동구,한림말길,1,30
성동구,둘레19길,1,10
광진구,구천면로,2,50
동대문구,망우로,3,50
서초구,사평대로,4,50
중구,삼일대로,2,50
영등포구,여의공원로,2,30
강북구,노해로,1,30
성북구,북악산로15길,1,50
동대문구,장안벚꽃로,1,50
강남구,헌릉로,5,70
양천구,중앙로29길,1,30
서대문구,내부순환도로,3,70
서대문구,성산로,1,30
강북구,화계사길,1,30
강동구,고덕로79길,1,30
강서구,방화대로,4,50
송파구,삼전로1길,1,30
강서구,공항대로41길,2,50
동작구,여의대방로22길,1,30
구로구,구로중앙로32길,1,50
영등포구,의사당대로,4,60
구로구,공원로,4,30
마포구,성산로,3,60
구로구,신도림로11다길,1,30
금천구,금하로,2,60
관악구,은천로,2,50
강북구,삼양로173길,1,30
강남구,도곡로,3,50
강동구,동남로,3,50
성북구,장월로28길,1,10
용산구,녹사평대로,3,50
용산구,이촌로,1,50
강남구,도곡로28길,1,30
서초구,양재대로,4,60
노원구,노원로15길,1,30
동대문구,천호대로,2,50
성동구,서울숲길,1,40
성동구,왕십리로,3,50
성북구,길음로,1,30
은평구,응암로,2,50
은평구,진관4로,1,30
종로구,통일로8길,1,30
강동구,천호대로,4,50
동작구,서달로,1,30
관악구,문성로,2,50
서대문구,성산로22길,1,10
성북구,북악산로,1,30
구로구,가마산로,3,50
구로구,남부순환로,3,50
은평구,은평로,1,50
강남구,헌릉로571길,1,40
동대문구,한천로,3,60
강남구,선릉로100길,1,30
송파구,오금로,3,50
강남구,논현로168길,1,30
관악구,대학길,1,30
양천구,목동로,2,50
영등포구,선유로,2,30
용산구,서빙고로,2,50
송파구,위례송파로,1,50
성북구,월계로,3,50
용산구,서빙고로,3,50
송파구,가락로,1,40
종로구,창경궁로,4,50
노원구,공릉로46길,1,40
중랑구,신내역로1길,1,30
성북구,화랑로25길,1,30
중랑구,상봉중앙로8길,1,30
동대문구,장한로26길,1,30
마포구,모래내로9길,1,10
관악구,신림로,2,50
성북구,대사관로5길,1,30
중랑구,상봉중앙로,2,30
성북구,동소문로42가길,1,40
양천구,신월로,3,50
강동구,상암로,1,30
광진구,강변북로,1,40
송파구,중대로38길,1,30
강서구,양천로63길,1,50
영등포구,영중로,3,50
영등포구,여의대방로43나길,1,30
용산구,청파로20길,2,30
강서구,마곡중앙로,1,30
성북구,한천로101가길,1,30
관악구,호암로,2,40
중랑구,면목로55길,1,30
마포구,동교로,2,50
금천구,가산로5길,1,30
서초구,잠원로.인접길,1,10
관악구,난곡로,3,60
영등포구,여의대방로,4,50
영등포구,영신로,2,40
금천구,독산로36길,1,30
강동구,진황도로,1,30
동대문구,답십리로,3,60
중구,을지로,3,50
중구,장충단로,2,50
금천구,시흥대로6길,1,30
양천구,신정로7길,2,40
관악구,관천로,3,50
서초구,바우뫼로12길,2,50
성동구,고산자로,2,50
성북구,내부순환도로,3,70
금천구,시흥대로,4,50
광진구,능동로32길,1,50
중구,마장로1가길,1,40
마포구,월드컵북로,1,50
관악구,강남순환도시고속도로,3,80
도봉구,마들로,3,50
영등포구,양평로21다길,1,40
성동구,뚝섬로,1,40
광진구,아차산로,2,50
용산구,대사관로,1,30
마포구,강변북로,2,40
영등포구,선유로9길,1,30
영등포구,선유서로,1,40
송파구,올림픽로,2,30
양천구,신정로7길,2,50
은평구,북한산로,2,50
강서구,공항대로,4,50
성동구,금호로,1,40
강서구,공항대로59길,1,30
성북구,정릉로52길,1,30
용산구,강변북로,1,80
성동구,마장로,3,60
광진구,아차산로,3,50
노원구,섬밭로,2,30
강동구,올림픽로,2,50
강서구,공항대로59길,1,30
성동구,마장로,1,50
용산구,원효로,3,50
용산구,소월로,2,50
강남구,학동로4길,1,10
구로구,경인로,1,10
광진구,천호대로,4,50
강남구,도곡로7길,2,40
서대문구,연희로22길,1,40
동작구,여의대방로36길,1,30
송파구,송이로,2,50
강서구,남부순환로,4,50
금천구,두산로,1,40
강북구,오현로,1,50
관악구,양녕로,2,50
동작구,알마타길,1,30
종로구,삼일대로,3,30
송파구,올림픽대로,4,80
강남구,압구정로79길,1,30
송파구,동남로29길,1,30
서초구,서운로,2,30
마포구,월드컵북로38길,1,30
성북구,고려대로8길,1,30
노원구,화랑로51가길,1,30
강북구,덕릉로,3,50
양천구,목동남로4길,1,30
강남구,언주로,4,60
성동구,뚝섬로,2,40
강서구,등촌로13자길,1,10
중랑구,용마산로,2,50
노원구,마들로,2,50
은평구,갈현로,1,30
중랑구,용마산로,2,50
성북구,정릉로24길,1,10
강북구,한천로,3,50
강동구,아리수로87길,1,30
성동구,동호로,2,50
성동구,뚝섬로,2,60
강남구,올림픽대로,4,80
송파구,성내천로,1,30
양천구,목동서로,2,50
도봉구,시루봉로1길,1,10
노원구,노원로24길,1,30
강서구,초록마을로,1,30
서초구,올림픽대로,4,80
은평구,가좌로,2,50
은평구,진관길,1,40
중랑구,신내로14길,1,30
성동구,금호로3길,1,10
동대문구,장한로,3,60
노원구,광운로,1,30
중랑구,봉우재로33길,1,30
용산구,소월로,3,50
성동구,고산자로2길,1,30
양천구,신월로,3,50
강서구,공항대로,1,10
중랑구,동일로,3,50
송파구,백제고분로,2,50
동대문구,고산자로,3,50
강남구,선릉로69길,1,30
강동구,천중로,1,40
동작구,올림픽대로,4,80
중랑구,사가정로,3,50
양천구,신정이펜2로,1,30
노원구,공릉로,2,30
중랑구,신내로1길,1,30
서초구,바우뫼로7길,1,30
광진구,능동로,2,50
송파구,잠실로,3,50
서초구,방배중앙로,1,30
영등포구,도림로,4,50
노원구,상계로,2,60
강남구,삼성로126길,1,30
성북구,솔샘로25길,1,30
영등포구,국회대로,4,50
노원구,동일로183길,1,30
송파구,동남로23길,1,30
노원구,동부간선로,3,80
강남구,헌릉로569길,1,30
구로구,가마산로27길,1,30
양천구,국회대로,1,30
강동구,구천면로,1,40
구로구,구로동로,2,50
양천구,국회대로,1,50
동작구,올림픽대로,1,40
서초구,서초중앙로2길,1,30
노원구,화랑로,1,50
강남구,역삼로63길,1,30
영등포구,도영로,2,30
서대문구,봉원사길,1,40
성동구,성수일로8길,1,40
동작구,노량진로17길,1,30
금천구,가산디지털1로,2,40
성동구,한림말3길,1,30
성동구,금호로3길,1,30
성동구,청계천로,1,50
영등포구,여의서로,2,50
강남구,삼성로,3,50
동대문구,한천로,3,60
강서구,올림픽대로,1,50
송파구,동남로14길,2,20
중랑구,봉우재로33길,1,30
강서구,양천로61길,2,30
종로구,대학로,3,50
강서구,남부순환로17길,1,30
구로구,경인로59길,1,30
중랑구,동일로,3,50
양천구,남부순환로,4,50
강남구,봉은사로,3,50
양천구,목동중앙서로,2,40
마포구,강변북로,4,50
성북구,월계로,2,50
서초구,사평대로,2,50
성동구,행당로,2,40
동대문구,왕산로,3,50
동대문구,답십리로,1,40
동대문구,봉화산로,2,30
강서구,올림픽대로,2,40
금천구,벚꽃로10길,1,30
서초구,형촌길,1,30
종로구,효자로,2,40
노원구,석계로,1,30
성북구,월계로,3,50
구로구,중앙로3길.경인로사이길,1,30
강동구,양재대로,2,50
서초구,서운로26길,1,30
중랑구,망우로,3,50
강서구,화곡로20길,1,30
강남구,도산대로50길,1,30
서대문구,명지대2길,1,10
중랑구,신내로15길,1,30
관악구,신림로,3,50
성동구,뚝섬로,2,30
동대문구,왕산로,3,60
영등포구,영중로,3,50
서대문구,연세로,1,30
성동구,행당로6길,1,10
서대문구,모래내로,2,60
서초구,서초대로73길,1,30
구로구,부일로7길,1,30
구로구,새말로,2,30
종로구,새문안로5가길,1,30
강북구,수유로,2,30
동작구,양녕로.상도로.사이길,1,10
마포구,성산로,3,50
성동구,강변북로,2,40
동대문구,한천로11길,1,30
강남구,선릉로64길,1,30
구로구,개봉로17나길,1,10
송파구,문정로4길,1,30
동작구,성대로2길,1,10
노원구,화랑로45길,1,50
영등포구,가마산로46길,1,30
강서구,방화대로,1,50
마포구,강변북로,2,40
동작구,양녕로,4,50
성북구,종암로27길,1,30
은평구,수색로,3,50
중구,통일로,3,50
영등포구,노들로,4,50
강남구,헌릉로,5,70
서초구,서초대로38길,1,40
강서구,마곡중앙8로3길,1,30
관악구,남부순환로,4,50
송파구,송이로14길,1,30
성북구,고려대로,2,50
강남구,선릉로100길,1,30
종로구,종로,2,50
양천구,신월로,3,50
중랑구,망우로91길,1,50
관악구,관천로,1,50
성북구,보문로,2,50
강동구,구천면로,1,40
서초구,양재대로,1,40
양천구,목동서로,1,50
서초구,올림픽대로,1,60
성북구,북악산로,1,30
영등포구,가마산로,3,50
금천구,가산로5길,1,30
양천구,가로공원로,2,30
종로구,창의문로,1,40
강동구,성내로,2,40
송파구,법원로11길,2,30
관악구,조원중앙로,2,50
양천구,신정로7길,1,30
강북구,삼양로,2,50
노원구,덕릉로,3,50
노원구,동일로213길,1,30
은평구,은평터널로,1,30
마포구,강변북로,4,70
송파구,봉은사로,2,50
은평구,갈현로,1,30
노원구,동일로218길,1,30
동작구,상도로,4,50
구로구,경인로66길,1,30
중구,서소문로,2,50
서초구,반포대로14길,1,30
강서구,까치산로,1,30
광진구,천호대로,4,50
동대문구,천장산로,1,10
서초구,사임당로17길,1,50
은평구,통일로,3,50
송파구,올림픽로35길,2,30
관악구,봉천로,3,50
구로구,중앙로5길,1,30
강동구,수도권제1순환고속도로,1,40
영등포구,여의공원로,1,30
성북구,정릉로,3,50
송파구,위례북로6길,1,30
도봉구,노해로,1,30
강남구,봉은사로114길,2,30
강동구,올림픽대로,4,80
중랑구,봉화산로,1,30
서초구,경부고속도로,5,110
중구,필동로,1,30
용산구,새창로,2,50
송파구,문정로4길,1,30
강서구,까치산로,1,30
송파구,위례순환로,1,50
동작구,장승배기로,2,30
동작구,상도로,2,50
서초구,남부순환로,2,50
중구,소공로,4,50
금천구,탑골로,1,30
강서구,마곡중앙로,3,50
구로구,새말로,1,30
용산구,이촌로,3,50
강남구,남부순환로397길,1,40
강남구,논현로98길,1,30
양천구,목동동로,2,50
은평구,백련산로,2,40
강남구,강남대로,4,50
서대문구,성산로,2,50
송파구,올림픽로43길,1,40
동작구,양녕로,3,50
성동구,마조로19길,1,40
동대문구,한천로,2,50
중랑구,용마산로,1,30
노원구,초안산로2길,1,30
서초구,서초중앙로,3,50
강서구,양천로,4,50
동작구,국사봉길,1,10
노원구,덕릉로,3,50
노원구,상계로,2,50
관악구,봉천로,4,60
성북구,서경로6길,1,30
영등포구,여의대방로,3,50
마포구,토정로,2,50
은평구,연서로14길,1,30
영등포구,여의대방로53길,1,30
노원구,동부간선도로,1,40
동대문구,천호대로,3,50
강동구,고덕로61길,2,40
관악구,원신길,1,30
은평구,연서로9길,1,30
강서구,양천로30길,1,10
용산구,녹사평대로,1,50
동대문구,왕산로,3,60
양천구,오목로,2,50
금천구,독산로,2,50
성북구,솔샘로25길,1,30
광진구,구의강변로,1,50
은평구,증산로23길,1,30
은평구,진관4로,1,30
강서구,강서로,3,50
강서구,수명로2가길,1,50
강북구,삼양로77길,1,30
서대문구,이화여대2다길,1,30
마포구,성암로,2,50
은평구,연서로,2,50
양천구,월정로,1,30
구로구,공원로6길,2,30
은평구,응암로12길,1,10
강동구,천호대로,3,50
관악구,미성길,1,10
양천구,신목로,2,50
영등포구,도영로,2,50
강서구,마곡서로,1,30
강북구,한천로131길,1,30
중랑구,동일로143길,1,30
양천구,신정로,3,50
서초구,양재대로12길,1,40
강북구,한천로129길,1,30
용산구,이촌로.강변북로.연결길,1,50
용산구,이태원로55길,1,30
서초구,사평대로,4,50
종로구,청계천로,2,30
영등포구,국회대로,2,50
서초구,양재대로,4,50
광진구,천호대로,4,50
송파구,위례송파로,2,40
중랑구,봉우재로,2,30
성북구,동소문로,4,50
강남구,도산대로37길,1,30
영등포구,도신로,2,50
송파구,송파대로,4,50
강서구,등촌로,3,50
동대문구,천호대로,4,60
종로구,경교장1길,1,30
중랑구,망우로,3,50
중구,퇴계로,3,50
성동구,고산자로,3,50
중구,장충단로,4,50
강서구,개화동로,4,50
마포구,굴레방로,1,30
서초구,올림픽대로,4,80
구로구,오리로,2,50
양천구,신정이펜2로,1,30
강동구,진황도로,1,30
금천구,서부샛길,1,40
관악구,은천로,2,50
강서구,마곡서1로,1,30
강서구,양천로30길,1,10
노원구,수락산로,1,30
용산구,보광로,1,50
강동구,풍성로,1,40
중랑구,숙선옹주로,2,30
동대문구,전농로,2,60
용산구,이촌로.인접길,1,30
영등포구,국제금융로2길,2,40
영등포구,문래북로,2,40
은평구,은평터널로,1,40
강서구,허준로,2,30
종로구,창의문로,2,40
강서구,하늘길,3,40
용산구,강변북로,1,50
송파구,마천로,1,40
양천구,중앙로49길,1,10
강남구,양재천로,1,30
강서구,허준로,2,50
관악구,대학20길,1,10
구로구,중앙로6길,1,30
은평구,증산로,1,50
강남구,삼성로63길,1,30
구로구,벚꽃로56길,1,50
송파구,거마로,2,50
강서구,올림픽대로,2,80
용산구,강변북로,4,80
광진구,천호대로,5,50
영등포구,경인로,4,50
은평구,통일로,2,50
동대문구,한빛로,1,30
동작구,양녕로,2,50
노원구,노원로26길,1,40
영등포구,국회대로,4,60
강서구,등촌로13자길,1,10
영등포구,영등포로,3,50
성북구,정릉로,2,50
영등포구,문래로10길,1,30
성동구,광나루로,1,60
성동구,뚝섬로,3,60
용산구,삼개로,1,30
송파구,중대로9길,1,30
용산구,강변북로,4,80
용산구,효창원로,1,30
종로구,종로,3,50
강서구,마곡서로,1,30
강서구,강서로,3,50
중랑구,양원역로4길,1,30
영등포구,가마산로79길,1,30
종로구,평창문화로,2,50
동대문구,답십리로,1,30
금천구,두산로,2,40
종로구,자하문로16길,1,30
관악구,은천로33길,2,30
양천구,공항대로,4,50
영등포구,선유서로,1,30
노원구,덕릉로,1,50
성북구,솔샘로,2,30
금천구,벚꽃로,1,40
영등포구,국회대로62길,1,40
성동구,성수일로8길,1,40
강남구,광평로59길,1,30
동작구,만양로8길,1,10
관악구,조원로,2,50
송파구,송파대로,4,50
마포구,신촌로,4,50
광진구,아차산로,3,50
동대문구,홍릉로,2,40
강남구,동부간선도로,3,80
강동구,천중로40길,1,30
강서구,우장산로8길,1,10
중구,서소문로,2,50
노원구,화랑로,3,50
종로구,평창문화로,2,50
은평구,통일로,3,50
서초구,경부고속도로,5,80
서초구,신반포로19길,1,30
중랑구,겸재로50길,1,30
중구,세종대로,5,50
용산구,한남대로,2,50
성동구,고산자로,4,50
강동구,수도권제1순환고속도로,2,50
영등포구,국회대로,4,50
성북구,월계로,4,50
은평구,갈현로11길,1,10
은평구,연서로21길,1,30
마포구,강변북로,4,50
은평구,녹번로,1,40
중구,서소문로12길,1,30
금천구,시흥대로,5,50
영등포구,여의대방로,3,50
강남구,광평로1길,1,30
동대문구,이문로,2,60
서초구,경부고속도로,4,80
양천구,월정로,1,30
중랑구,망우로,3,50
강남구,압구정로29길,1,30
강남구,선릉로100길,1,30
서초구,서초중앙로24길,1,30
중랑구,숙선옹주로,2,30
중랑구,공릉로12가길,1,30
성북구,화랑로5길,1,50
서초구,효령로,3,50
동대문구,고산자로,1,60
광진구,동일로,2,40
종로구,인사동5길,1,30
강남구,밤고개로21길,2,30
노원구,광운로,1,30
중구,중림로,1,30
성북구,대사관로1길,1,30
광진구,용마산로,2,50
양천구,신월로,3,50
관악구,조원로,1,50
도봉구,시루봉로,1,30
성동구,살곶이길,2,50
중구,소공로,4,50
용산구,강변북로,4,80
용산구,이촌로,1,50
서대문구,내부순환도로,3,70
송파구,올림픽대로,1,40
성동구,광나루로,2,60
성북구,정릉로26길,1,40
중랑구,숙선옹주로,2,30
성북구,장월로,1,50
송파구,삼학사로1길,2,40
성북구,월곡로,3,50
마포구,토정로18길,1,40
마포구,마포대로11길,1,30
서초구,분당내곡간도시고속화도로,2,80
은평구,은평로11길,1,30
마포구,월드컵북로,1,50
영등포구,신길로,2,50
중랑구,면목로,2,50
강동구,상일로6길,2,60
강동구,아리수로97길,2,30
마포구,신수로,1,40
마포구,성암로,2,50
강남구,헌릉로757길,1,30
서초구,방배천로18길,1,30
강동구,아리수로93가길,1,30
